Código do Ativo;Empresa;Série;Emissão;IPO;Situação;ISIN;Registro CVM da Emissão;Data de Registro CVM da Emissão;Registro CVM do Programa;Data de Registro CVM do Programa;Data de Emissão; Data de Vencimento;Motivo de Saída ;Data de Saída / Novo Vencimento; Data do Início da Rentabilidade;Data do Início da Distribuição;Data da Próxima Repactuação;Ato Societário (1);Data do Ato (1);Ato Societário (2);Data do Ato (2);Forma;Garantia/Espécie;Classe;Quantidade Emitida;Artigo 14º;Artigo 24º;Quantidade em Mercado;Quantidade em Tesouraria;Quantidade Resgatada;Quantidade  Cancelada;Quantidade Convertida no SND;Quantidade Convertida fora do SND;Quantidade Permutada no SND;Quantidade Permutada fora do SND;Unidade Monetária;Valor Nominal na Emissão;Unidade Monetária;Valor Nominal Atual;Data Últ VNA;Índice;Tipo;Critério de Cálculo;Dia de Referência para Índice de Preços;Critério para Índice;Corrige a cada;Percentual Multiplicador/Rentabilidade;Limite da TJLP;Tipo de Tratamento do Limite da TJLP;Juros Critério Antigo do SND;Prêmios Critério Antigo do SND;Amortização - Taxa;Amortização - Cada;Amortização - Unidade;Amortização - Carência;Amortização - Critério;Tipo de Amortização;Juros Critério Novo - Taxa;Juros Critério Novo - Prazo;Juros Critério Novo - Cada;Juros Critério Novo - Unidade;Juros Critério Novo - Carência;Juros Critério Novo - Critério;Juros Critério Novo - Tipo;Prêmio Critério Novo - Taxa;Prêmio Critério Novo - Prazo;Prêmio Critério Novo - Cada;Prêmio Critério Novo - Unidade;Prêmio Critério Novo - Carência;Prêmio Critério Novo - Critério;Prêmio Critério Novo - Tipo;Participação - Taxa;Participação - Cada;Participação - Unidade;Participação - Carência;Participação - Descrição;Rating1;Agência Classificadora;Rating2;Agência Classificadora;Rating3;Agência Classificadora;Banco Mandatário;Agente Fiduciário;Instituição Depositária;Coordenador Líder;CNPJ;Deb Incent (Lei 12431);Escritura Padronizada;Resgate Antecipado
MRVP12;MRV ENGENHARIA E PARTICIPACOES SA;'UNI;'002;ND;Excluído;BRMRVEDBS020;DISPENSA ICVM 476/09;22/6/2009;;;25/5/2009;25/05/2011;VENCIMENTO;27/05/2011;25/5/2009;23/6/2009;-;RCA;23/03/2009;AGE;08/04/2009;Escritural;Real;Simples;112;0;0;0;0;0;12;0;0;0;0;R$;1000000,000000;R$;0,000000;26/5/2011;DI;Integrante de Juros;Padrão - SND;00;DU;   ;100,00;0,000;-;;;20,0000;3;MES;25/5/2010;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;3,7000;252;3;MES;25/08/2009;Útil;Exponencial;0,0000;0;0,;-;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DTVM LTDA;BANCO BRADESCO S/A;BCO VOTORANTIM S/A; 08343492000120;N; n ;
MRVP13;MRV ENGENHARIA E PARTICIPACOES SA;'UNI;'003;ND;Excluído;BRMRVEDBS038;CVM/SRE/DEB/2010/007;8/3/2010;;;1/2/2010;01/02/2014;VENCIMENTO;;1/2/2010;-;-;RCA;14/01/2010;RCA;26/02/2010;Escritural;Quirografária;Simples;51640;0;0;0;0;51640;0;0,;0;0,;0;R$;10000,000000;R$;5000,000000;31/1/2014;DI;Integrante de Juros;Padrão - SND;;DU;   ;100,00;0,000;-;;;50,0000;12;MES;1/2/2013;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;1,6000;252;6;MES;01/08/2010;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PENTAGONO S/A DTVM;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 08343492000120;N; n ;
MRVP15;MRV ENGENHARIA E PARTICIPACOES SA;'ÚNI;'005;ND;Excluído;BRMRVEDBS053;DISPENSA ICVM 476/09;14/7/2011;;;1/7/2011;01/07/2016;VENCIMENTO;;1/7/2011;-;-;RCA;02/06/2011;;;Escritural;Quirografária;Simples;500000;0,;0,;0;0;500000;0;0,;0;0,;0;R$;1000,000000;R$;500,000000;1/7/2016;DI;Integrante de Juros;Padrão - SND;;-;   ;100,00;0,000;-;;;50,0000;12;MES;1/7/2015;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;1,5000;252;6;MES;01/01/2012;Útil;Exponencial;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;SLW CVC LTDA;BANCO BRADESCO S/A;BB BCO DE INVESTIMENTO S/A; 08343492000120;N; n ;
MSAI11;MSA INCORPORADORA SA;'ÚNI;'001;ND;Excluído;BRMSAIDBS007;DISPENSA ICVM 476/09;28/8/2012;;;15/6/2012;15/02/2027;RESGATE TOTAL ANTECIPADO;;15/6/2012;-;-;AGE;28/05/2012;;;Escritural;Real;Simples;1260;0,;0,;0;0;1260;0;0,;0;0,;0;R$;10000,000000;R$;10893,247938;26/11/2015;IPCA;Correção Monetária;Não Padrão - SND;;-;   ;0,00;0,000;-;0,6821% aa 252 dias;;-;-;MES;15/10/2012;;Percentual variável sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO DO BRASIL S/A;SIMPLIFIC PAVARINI DTVM LTDA;BANCO DO BRASIL S/A;PLANNER CV S/A; 15301416000117;N; n ;
MSAI12;MSA INCORPORADORA SA;'ÚNI;'002;ND;Excluído;BRMSAIDBS015;DISPENSA ICVM 476/09;1/7/2013;;;15/4/2013;15/06/2027;RESGATE TOTAL ANTECIPADO;;15/4/2013;2/7/2013;-;AGE;30/08/2012;AGE;22/04/2013;Escritural;Real;Simples;1318;0,;0,;0;0;1101;0,;0,;0;0,;0;R$;10000,000000;R$;10446,724790;26/11/2015;IPCA;Correção Monetária;Não Padrão - SND;;-;;0,00;0,000;-;0,6821% aa 252 dias;;-;-;-;-;;Percentual variável sobre o valor nominal atualizado em períodos não uniformes;;;;;;;;;;;;;;;-;0,;-;-;-;;;;;;;BANCO DO BRASIL S/A;SIMPLIFIC PAVARINI DTVM LTDA;BANCO DO BRASIL S/A;PLANNER CV S/A; 15301416000117;N; n ;
MSAN11;S/A MOINHO SANTISTA INDUSTRIAS GERAIS;'001;'001;ND;Excluído;;SEP/GER/DEB - 88/013;14/9/1988;;;1/7/1988;31/12/1995;VENCIMENTO;01/01/1992;1/1/1991;-;-;AGE;14/06/1991;;;Nominativa;Flutuante;Simples;18765;0,;0,;0;0;0;0;0;0;0;0;Cz$;37989,880000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% ;IGP-M   - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;JOSE LUIZ SALLES FREIRE;;BANCO SANTISTA DE INVESTIMENTOS S/A; 61074092000149;N; n ;
MSAN21;S/A MOINHO SANTISTA INDUSTRIAS GERAIS;'002;'001;ND;Excluído;;SEP/GER/DEB - 88/013;14/9/1988;;;1/7/1988;31/12/1995;VENCIMENTO;04/01/1993;1/1/1991;-;-;AGE;14/06/1991;;;Nominativa;Flutuante;Simples;18765;0,;0,;0;0;0;0;0;0;0;0;Cz$;37989,880000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% ;IGP-M   - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;JOSE LUIZ SALLES FREIRE;;BANCO SANTISTA DE INVESTIMENTOS S/A; 61074092000149;N; n ;
MSAN31;S/A MOINHO SANTISTA INDUSTRIAS GERAIS;'003;'001;ND;Excluído;;SEP/GER/DEB - 88/013;14/9/1988;;;1/7/1988;31/12/1995;VENCIMENTO;01/01/1994;1/1/1991;-;-;AGE;14/06/1991;;;Nominativa;Flutuante;Simples;18765;0,;0,;0;0;0;0;0;0;0;0;Cz$;37989,880000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% ;IGP-M   - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;JOSE LUIZ SALLES FREIRE;;BANCO SANTISTA DE INVESTIMENTOS S/A; 61074092000149;N; n ;
MSAN41;S/A MOINHO SANTISTA INDUSTRIAS GERAIS;'004;'001;ND;Excluído;;SEP/GER/DEB - 88/013;14/9/1988;;;1/7/1988;31/12/1995;VENCIMENTO;29/12/1994;1/1/1991;-;-;AGE;14/06/1991;;;Nominativa;Flutuante;Simples;18765;0,;0,;0;0;0;0;0;0;0;0;Cz$;37989,880000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% ;IGP-M   - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;JOSE LUIZ SALLES FREIRE;;BANCO SANTISTA DE INVESTIMENTOS S/A; 61074092000149;N; n ;
MSAN51;S/A MOINHO SANTISTA INDUSTRIAS GERAIS;'005;'001;ND;Excluído;000000000000;SEP/GER/DEB - 88/013;14/9/1988;;;1/7/1988;31/12/1995;VENCIMENTO;;1/1/1991;-;-;AGE;14/06/1991;   ;;Nominativa;Flutuante;Simples;18765;0;0;0;0;0;0;0;0;0;0;Cz$;37989,880000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% 000;IGP-M   - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;JOSE LUIZ SALLES FREIRE;;BANCO SANTISTA DE INVESTIMENTOS S/A; 61074092000149;N; n ;
MSGT11;MATA DE SANTA GENEBRA TRANSMISSAO SA;'001;'001;ND;Registrado;BRMSGTDBS001;DISPENSA ICVM 476/09;26/9/2014;;;12/9/2014;30/09/2016; - - - - - - ;;29/9/2014;29/9/2014;-;AGE;10/09/2014;;;Escritural;Real;Simples;4800;0,;0,;4800;0;0;0,;0,;0;0,;0;R$;10000,000000;R$;10000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;4,1000;252;217;DIA;26/02/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 19699063000106;N; n ;
MSGT21;MATA DE SANTA GENEBRA TRANSMISSAO SA;'002;'001;ND;Registrado;BRMSGTDBS019;DISPENSA ICVM 476/09;19/5/2015;;;12/9/2014;30/09/2016; - - - - - - ;;20/5/2015;26/9/2014;-;AGE;10/09/2014;;;Escritural;Real;Simples;25000;0,;0,;25000;0;0;0,;0,;0;0,;0;R$;10000,000000;R$;10000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;4,1000;252;217;DIA;26/02/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 19699063000106;N; n ;
MSGT31;MATA DE SANTA GENEBRA TRANSMISSAO SA;'003;'001;ND;Registrado;BRMSGTDBS027;DISPENSA ICVM 476/09;19/5/2015;;;12/9/2014;30/09/2016; - - - - - - ;;20/5/2015;26/9/2014;-;AGE;10/09/2014;;;Escritural;Real;Simples;17100;0,;0,;17100;0;0;0,;0,;0;0,;0;R$;10000,000000;R$;10000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;4,1000;252;217;DIA;26/02/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 19699063000106;N; n ;
MSP14 ;CIA MELHORAMENTOS DE SAO PAULO - IND DE PAPEL;'001;'004;ND;Excluído;BRMSPADBS010;SEP/GER/DEB - 91/058;12/12/1991;;;1/11/1991;01/11/2001;CANCELAMENTO;10/12/1997;3/11/1996;-;-;AGE;28/10/1991;;;Nominativa;Flutuante;Simples;30000;0,;0,;0;0;0;0;0;0;0;0;Cr$;100000,000000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% ;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO SANTANDER BRASIL SA;OLIVEIRA TRUST DTVM S/A;;BANCO FINANCEIRO E INDUSTRIAL DE INVESTIMENTOS S/A; 60730348000166;N; n ;
MSP24 ;CIA MELHORAMENTOS DE SAO PAULO - IND DE PAPEL;'002;'004;ND;Excluído;BRMSPADBS028;SEP/GER/DEB - 91/059;12/12/1991;;;1/11/1991;01/11/2001;CANCELAMENTO;10/12/1997;1/3/1997;-;-;AGE;28/10/1991;;;Nominativa;Flutuante;Simples;30000;0,;0,;0;0;0;0;0;0;0;0;Cr$;100000,000000;R$;0,000000;;SEM-ÍNDICE;-;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% ;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;BANCO SANTANDER BRASIL SA;OLIVEIRA TRUST DTVM S/A;;BANCO FINANCEIRO E INDUSTRIAL DE INVESTIMENTOS S/A; 60730348000166;N; n ;
MSPS11;MS PARTICIPACOES SOCIETARIAS SA;'ÚNI;'001;ND;Excluído;BRMSPSDBS004;DISPENSA ICVM 476/09;23/11/2011;;;21/11/2011;20/02/2015;RESGATE TOTAL ANTECIPADO;;21/11/2011;-;-;AGE;14/11/2011;;;Escritural;Quirografária;Simples;160;0,;0,;0;0;18;98;0,;0;0,;0;R$;1000000,000000;R$;1000000,000000;10/2/2015;DI;Integrante de Juros;Não Padrão - SND;;-;   ;100,00;0,000;-;1,5500% aa 252 dias;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BANCO BRADESCO S/A;PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA;BANCO BRADESCO S/A;BANCO BRADESCO BBI S/A; 10288617000108;N; n ;
MSRL11;MAISON ROYALE S/A ;'001;'001;Não;Excluído;BRMSRLDBS013;SEP/GER/DEB - 98/032;27/4/1998;;;1/2/1998;01/02/2001;VENCIMENTO;31/12/2001;1/2/1998;-;-;AGE;04/09/1997;;26/01/1998;Escritural;Real;Simples;85;0,;0,;0;0;0;0;0;0;0;0;R$;10000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;ARAUCARIA CCTVM S/A;;DATABANK CCVM LTDA; 02276632000136;N; n ;
MSRL21;MAISON ROYALE S/A ;'002;'001;Não;Excluído;BRMSRLDBS021;SEP/GER/DEB - 98/033;27/4/1998;;;1/2/1998;01/02/2001;VENCIMENTO;31/12/2001;1/2/1998;-;-;AGE;04/09/1997;;26/01/1998;Escritural;Real;Simples;85;0,;0,;0;0;0;0;0;0;0;0;R$;10000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;ARAUCARIA CCTVM S/A;;DATABANK CCVM LTDA; 02276632000136;N; n ;
MSRL31;MAISON ROYALE S/A ;'003;'001;Não;Excluído;BRMSRLDBS039;SEP/GER/DEB - 98/034;27/4/1998;;;1/2/1998;01/02/2001;VENCIMENTO;31/12/2001;1/2/1998;-;-;AGE;04/09/1997;;26/01/1998;Escritural;Real;Simples;85;0,;0,;0;0;0;0;0;0;0;0;R$;10000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;ARAUCARIA CCTVM S/A;;DATABANK CCVM LTDA; 02276632000136;N; n ;
MSRL41;MAISON ROYALE S/A ;'004;'001;Não;Excluído;BRMSRLDBS047;SEP/GER/DEB - 98/035;27/4/1998;;;1/2/1998;01/02/2001;VENCIMENTO;31/12/2001;1/2/1998;-;-;AGE;04/09/1997;;26/01/1998;Escritural;Real;Simples;85;0,;0,;0;0;0;0;0;0;0;0;R$;10000,000000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% 000;;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;ARAUCARIA CCTVM S/A;;DATABANK CCVM LTDA; 02276632000136;N; n ;
MSTL11;MAESTRO LOCADORA DE VEICULO SA;'ÚNI;'001;ND;Registrado;BRMSRODBS009;DISPENSA ICVM 476/09;3/2/2015;;;30/1/2015;30/01/2020; - - - - - - ;;30/1/2015;30/1/2015;-;AGE;22/01/2015;RCA;22/01/2015;Escritural;Real;Simples;620;0,;0,;620;0;0;0,;0,;0;0,;0;R$;100000,000000;R$;68554,200000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;1;MES;1/3/2015;-;Percentual variável sobre o valor nominal de emissão em períodos uniformes;4,2500;252;1;MES;01/03/2015;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO MODAL SA; 08795211000170;N; n ;
MSTR12;MASTER S/A TECIDOS PLASTICOS;'UNI;'002;ND;Excluído;BRMSTRDBS016;SEP/GER/DEB - 90/001;8/1/1990;;;1/11/1989;Indeterminado;VENCIMENTO ANTECIPADO;;1/11/2000;10/1/1990;-;AGE;13/11/1989;   ;;Nominativa;Subordinada;Simples;16370;0,;0,;0;0;0;9020;0;0;0;0;NCz$;5043,400000;R$;41875,716837;1/10/2004;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;0,0000% 000;SEM ÍNDICE + 4,00 %  aa - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;NAO HA AGENTE FIDUCIARIO;ITAU UNIBANCO S/A;CITIBANK CCTVM S/A; 07645260000163;N; n ;
MSTR13;MASTER S/A TECIDOS PLASTICOS;'001;'003;ND;Excluído;BRMSTRDBS024;SEP/GER/DEB - 94/009;24/2/1994;;;1/11/1993;01/11/1997;CONVERSÃO;25/08/1997;1/11/1996;-;-;AGE;21/12/1993;;;Nominativa;Flutuante;Permutável;943;0,;0,;0;0;0;0;0;0;0;0;CR$;590150,120000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;16,0000% aa 360 dias;;2,0000;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;SLW CVC LTDA;;OLIVEIRA TRUST DTVM S/A; 07645260000163;N; n ;
MSTR23;MASTER S/A TECIDOS PLASTICOS;'002;'003;ND;Excluído;BRMSTRDBS032;SEP/GER/DEB - 94/010;24/2/1994;;;1/11/1993;01/11/1997;CANCELAMENTO;12/09/1997;1/11/1996;-;-;AGE;21/12/1993;;;Nominativa;Flutuante;Permutável;2357;0,;0,;0;0;0;0;0;0;0;0;CR$;590150,120000;R$;0,000000;;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;16,0000% aa 360 dias;;2,0000;-;-;-;;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;SEM BANCO LIQUIDANTE/MANDATARIO;SLW CVC LTDA;;OLIVEIRA TRUST DTVM S/A; 07645260000163;N; n ;
MTBA11;COMPANHIA DO METRO DA BAHIA;'ÚNI;'001;ND;Registrado;BRMTBADBS000;DISPENSA ICVM 476/09;2/4/2014;;;10/3/2014;10/03/2017; - - - - - - ;;10/3/2014;3/4/2014;-;RCA;28/02/2014;AGE;28/02/2014;Escritural;Quirografária;Simples;61000;0,;0,;61000;0;0;0,;0,;0;0,;0;R$;10000,000000;R$;10000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;109,50;0,000;-;;;-;-;-;-;-;-;0,0000;0,;0,;-;10/03/2017;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BB BCO DE INVESTIMENTO S/A; 18891185000137;N; n ;
MTBA12;COMPANHIA DO METRO DA BAHIA;'ÚNI;'002;ND;Registrado;BRMTBADBS018;DISPENSA ICVM 476/09;30/10/2015;;;13/10/2015;13/10/2019; - - - - - - ;;13/10/2015;21/10/2015;-;RCA;02/10/2015;AGE;02/10/2015;Escritural;Quirografária;Simples;500;0,;0,;500;0;0;0,;0,;0;0,;0;R$;1000000,000000;R$;1000000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;46,0000;12;MES;13/10/2018;-;Percentual fixo sobre o valor nominal atualizado em períodos uniformes;2,2000;252;6;MES;13/04/2016;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;OLIVEIRA TRUST DTVM SA;ITAU CV S/A;BANCO SANTANDER BRASIL SA; 18891185000137;N; n ;
MTBA13;COMPANHIA DO METRO DA BAHIA;'ÚNI;'003;ND;Registrado;BRMTBADBS026;DISPENSA ICVM 476/09;17/5/2016;;;6/5/2016;06/05/2018; - - - - - - ;;6/5/2016;18/5/2016;-;AGE;04/05/2016;RCA;04/05/2016;Escritural;Quirografária;Simples;200000;0,;0,;200000;0;0;0,;0,;0;0,;0;R$;1000,000000;R$;1000,000000;21/7/2016;DI;  - ;Padrão - SND;;-;;100,00;0,000;-;;;-;-;-;-;-;-;3,9500;252;12;MES;06/05/2017;Útil;Exponencial;0,0000;;0,;-;-;-;-;-;0,;-;-;-;;;;;;;BANCO BRADESCO S/A;OLIVEIRA TRUST DTVM SA;BANCO BRADESCO S/A;BANCO ITAU-BBA S/A; 18891185000137;N; n ;
MTDO12;METODO ENGENHARIA SA;'UNI;'002;Não;Excluído;BRMTDODBS015;SEP/GER/DEB - 98/068;16/11/1998;;;30/9/1998;30/06/2003;CANCELAMENTO;16/12/2005;31/8/2003;20/11/1998;-;AGE;14/09/1998;AGE;21/10/1998;Nominativa;Flutuante;Simples;21525;0,;0,;0;0;0;0;0;0;0;0;R$;1000,000000;R$;4806,889385;30/12/2004;IGP-M;Correção Monetária;Não Padrão - SND;00;DC;012meses;0,00;0,000;-;0,0000% 000;SEM ÍNDICE + 4,00 %  aa - ;-;-;MES;30/12/2004;;Percentual variável sobre o valor nominal atualizado em períodos uniformes;;;;;;;;;;;;;;;0,0000;0;-;-;-;;;;;;;BCO CREDIT SUISSE FIRST BOSTON S/A  ;PLANNER CV S/A;;BANCO DE INVESTIMENTOS CREDIT SUISSE BRASIL S/A; 43710946000154;N; n ;
MTEC11;MTEL TECNOLOGIA SA;'ÚNI;'001;ND;Excluído;BRMTECDBS000;DISPENSA ICVM 476/09;21/5/2012;;;10/5/2012;20/05/2014;VENCIMENTO;;10/5/2012;-;-;AGE;23/04/2012;;;Escritural;Real;Simples;150;0,;0,;0;0;150;0;0,;0;0,;0;R$;100000,000000;R$;4168,070000;20/5/2014;DI;Integrante de Juros;Padrão - SND;;-;   ;150,00;0,000;-;;;4,1666;1;MES;20/6/2012;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;1;MES;20/06/2012;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO;ITAU CV S/A;PETRA PERSONAL TRADER CTVM S/A; 71738132000163;N; n ;
MTEC12;MTEL TECNOLOGIA SA;'ÚNI;'002;ND;Excluído;BRMTECDBS018;DISPENSA ICVM 476/09;12/11/2012;;;13/11/2012;13/11/2015;CANCELAMENTO;;13/11/2012;-;-;AGE;28/09/2012;;;Escritural;Real;Simples;200;0,;0,;0;0;0;200;0,;0;0,;0;R$;100000,000000;R$;25002,100000;13/2/2015;DI;Integrante de Juros;Padrão - SND;;-;   ;150,00;0,000;-;;;2,7777;1;MES;13/12/2012;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;1;MES;13/12/2012;-;Linear;0,0000;0;0,;0 0;-;-;-;0,0000;0;-;-;-;;;;;;;ITAU UNIBANCO SA;PENTAGONO S/A DTVM;ITAU CV S/A;BANCO CAIXA GERAL BRASIL S/A; 71738132000163;N; n ;
MTEC13;MTEL TECNOLOGIA SA;'001;'003;ND;Excluído;BRMTECDBS026;DISPENSA ICVM 476/09;28/10/2013;;;16/10/2013;16/10/2015;CANCELAMENTO;;29/10/2013;29/10/2013;-;AGE;26/09/2013;AGE;15/10/2013;Escritural;Real;Simples;100;0,;0,;0;0;0;100;0,;0;0,;0;R$;100000,000000;R$;45000,000000;13/2/2015;DI;  - ;Padrão - SND;;-;;150,00;0,000;-;;;5,0000;1;MES;16/3/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;1;MES;16/03/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;SIMPLIFIC PAVARINI DTVM LTDA;ITAU CV S/A;CGD INVESTIMENTOS CORRETORA DE VALORES E CAMBIO SA; 71738132000163;N; n ;
MTEC23;MTEL TECNOLOGIA SA;'002;'003;ND;Excluído;BRMTECDBS034;DISPENSA ICVM 476/09;31/10/2013;;;16/10/2013;16/10/2015;CANCELAMENTO;;1/11/2013;1/11/2013;-;AGE;26/09/2013;AGE;15/10/2013;Escritural;Real;Simples;50;0,;0,;0;0;0;50;0,;0;0,;0;R$;100000,000000;R$;45000,000000;13/2/2015;DI;  - ;Padrão - SND;;-;;150,00;0,000;-;;;5,0000;1;MES;16/3/2014;-;Percentual fixo sobre o valor nominal de emissão em períodos uniformes;0,0000;0,;1;MES;16/03/2014;-;Linear;0,0000;0,;0,;-;-;-;-;-;0,;-;-;-;;;;;;;ITAU UNIBANCO SA;SIMPLIFIC PAVARINI DTVM LTDA;ITAU CV S/A;CGD INVESTIMENTOS CORRETORA DE VALORES E CAMBIO SA; 71738132000163;N; n ;
MTEL11;MULTITEL TECNOLOGIA S/A;'001;'001;ND;Excluído;;SEP/GER/DEB - 90/009;21/2/1990;;;1/2/1990;01/02/1999;CANCELAMENTO;12/03/1993;1/8/1991;-;-;AGE;20/01/1990;;;Nominativa;Subordinada;Simples;12000;0,;0,;0;0;0;0;0;0;0;0;NCz$;17096,800000;R$;0,000000;;TR;Correção Monetária;Não Padrão - SND;00;DC;000;0,00;0,000;-;12,0000% aa 360 dias;IGP-M + 30,00 %  aa - ;-;-;-;-;;-;;;;;;;;;;;;;;;0,0000;0,;-;-;-;;;;;;;UNIBANCO UNIAO DE BCOS BRASILEIROS S/A;SLW CVC LTDA;;BANCO CAPITALTEC S/A; 55413983000180;N; n ;
