Emissor;Ativo;Data de Registro CVM;Data de Emissão;Data da 1ª Repactuação;Data de Vencimento;Prazo (em anos) de Vencimento;Prazo (em anos) de Repactuação;Sit;Tipo de Remuneração;Tipo de Correção;Forma;Classe;Garantia;Ramo
DOBREVE PARTICIPACOES SA;DOBR11;08/11/2013;25/10/2013;-;25/10/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Têxtil e Calçados
ABRIL COMUNICACOES S/A;EABR18;19/12/2014;17/12/2014;-;17/12/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Educacional
EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA SA;EATE12;19/10/2012;19/10/2012;-;19/10/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA SA;EATE13;17/03/2014;17/03/2014;-;17/03/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
BANDEIRANTE ENERGIA S/A;EBEN15;29/04/2014;30/04/2014;-;30/04/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
EMPRESA CONCESSIONARIA DE RODOVIAS DO NORTE SA - ECONORTE;ECNT13;13/05/2015;15/04/2015;-;15/04/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
ECORODOVIAS INFRAESTRUTURA E LOGISTICA S/A;ECOR21;23/04/2015;15/04/2015;-;15/04/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
ECTE - EMPRESA CATARINENSE DE TRANSMISSAO DE ENERGIA S/A;ECTE12;26/10/2012;29/10/2012;-;29/10/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ELEKTRO ELETRICIDADE E SERVICOS S/A;EKTR15;12/08/2011;15/08/2011;-;15/08/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ELEJOR - CENTRAIS ELETRICAS DO RIO JORDAO SA;ELEJ12;25/09/2013;26/09/2013;-;26/09/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ELEKTRO ELETRICIDADE E SERVICOS S/A;ELEK16;11/09/2012;12/09/2012;-;12/09/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ELIANE S/A REVESTIMENTOS CERAMICOS;ELNE11;15/04/2014;10/03/2014;-;10/03/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
ELIANE S/A REVESTIMENTOS CERAMICOS;ELNE21;15/04/2014;10/03/2014;-;10/03/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Comércio Varejista
ELETROZEMA SA;ELZM11;09/01/2015;22/12/2014;-;22/12/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Outros
EMS   SA;EMSS12;13/06/2012;25/05/2012;-;25/05/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Assist Médica/Prod Farmacêuticos
ENERGISA SA;ENGI15;23/07/2012;15/07/2012;-;15/07/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ENERGEST SA;ENGT11;25/04/2012;23/04/2012;-;24/04/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
COMPANHIA ENERGETICA DO MARANHAO - CEMAR;ENMA16;22/10/2014;14/10/2014;-;14/10/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
CENTRAIS ELETRICAS DA PARAIBA S/A - EPASA;EPSA13;19/09/2011;01/08/2011;-;01/08/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
CPFL ENERGIAS RENOVAVEIS SA;ERSA13;11/06/2015;25/05/2015;-;25/05/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
ESTRE AMBIENTAL SA;ESTA12;24/12/2012;14/12/2012;-;14/12/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
ESTACIO PARTICIPACOES SA;ESTC12;21/10/2014;15/10/2014;-;15/10/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Educacional
EMPRESA DE TRANSMISSAO DO ALTO URUGUAI SA;ETAU11;09/12/2014;01/12/2014;-;01/12/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
EMPRESA PARAENSE DE TRANSMISSAO DE ENERGIA S/A;ETEP11;30/11/2011;30/11/2011;-;30/11/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
EVEN CONSTRUTORA E INCORPORADORA SA;EVEC16;03/10/2012;03/10/2012;-;03/10/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
EUCATEX S/A - INDUSTRIA E COMERCIO;EXIC16;27/06/2012;01/06/2012;-;01/06/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Indústria e Comércio
FLEURY S/A;FLRY11;20/12/2011;12/12/2011;-;12/12/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Assist Médica/Prod Farmacêuticos
FORNO DE MINAS ALIMENTOS S/A;FMAT11;30/06/2015;20/05/2015;-;20/05/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Alimentos e Bebidas
FORJAS TAURUS S/A;FORJ12;26/09/2011;23/08/2011;-;23/08/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Outros
GAIA C CIA SEC CRED FINANC SA;GACR11;16/02/2016;16/12/2015;-;16/12/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;
COMPANHIA DE GAS DE SAO PAULO - COMGAS;GASP14;21/12/2015;15/12/2015;-;15/12/2020;5,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Petróleo e Gás
COMPANHIA DE GAS DE SAO PAULO - COMGAS;GASP23;07/10/2013;15/09/2013;-;15/09/2018;5,0;-;Reg;IPCA;Correção Monetária;Escritural;Não Conversível;Quirografária;Petróleo e Gás
DUKE ENERGY INTERNATIONAL GERACAO PARANAPANEMA S/A;GEPA13;13/01/2012;10/01/2012;-;10/01/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
DUKE ENERGY INTERNATIONAL GERACAO PARANAPANEMA S/A;GEPA14;07/08/2013;16/07/2013;-;16/07/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
DUKE ENERGY INTERNATIONAL GERACAO PARANAPANEMA S/A;GEPA15;09/06/2014;20/05/2014;-;20/05/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
NEOENERGIA S/A;GNAN13;26/01/2016;26/01/2016;-;26/01/2021;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
SISTEMAS DE ENSINO ABRIL EDUCACAO SA;GRED13;10/11/2014;31/10/2014;-;31/10/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Educacional
HELBOR EMPREENDIMENTOS SA;HBOR14;12/02/2015;02/02/2015;-;02/02/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
HELBOR EMPREENDIMENTOS SA;HBOR24;12/02/2015;02/02/2015;-;02/02/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
HILL VALLEY PARTICIPACOES SA;HILV11;09/11/2015;05/11/2015;-;05/11/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Empr e Part
REDE DOR SAO LUIZ S/A;HMSL15;09/12/2013;10/12/2013;-;10/12/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Assist Médica/Prod Farmacêuticos
REDE DOR SAO LUIZ S/A;HMSL16;17/12/2014;15/12/2014;-;15/12/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Assist Médica/Prod Farmacêuticos
HORTIGIL HORTIFRUTI SA;HORT11;27/09/2012;09/08/2012;-;09/08/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Alimentos e Bebidas
HOSPITAL ESPERANCA S/A;HSPE12;19/12/2013;09/12/2013;-;10/12/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Assist Médica/Prod Farmacêuticos
HYPERMARCAS S/A;HYPE17;25/04/2014;10/04/2014;-;10/04/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Bens de Consumo
INBRANDS S/A;INBD11;09/01/2012;22/12/2011;-;22/12/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
INPA - INDUSTRIA DE EMBALAGENS SANTANA S/A;INPA11;29/09/2011;21/09/2011;-;21/09/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Indústria e Comércio
IOCHPE-MAXION S/A;IOCH16;26/04/2013;01/04/2013;-;01/04/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Conversível;Quirografária;Autopeças
IOCHPE-MAXION S/A;IOCH17;28/04/2014;01/04/2014;-;01/04/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Autopeças
IPIRANGA  PRODUTOS DE PETROLEO SA;IPPT11;06/12/2012;16/11/2012;-;16/11/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Petróleo e Gás
IPIRANGA  PRODUTOS DE PETROLEO SA;IPPT12;08/01/2014;20/12/2013;-;20/12/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Petróleo e Gás
IPIRANGA  PRODUTOS DE PETROLEO SA;IPPT14;24/05/2016;25/05/2016;-;25/05/2021;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Petróleo e Gás
CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;IVIA14;04/11/2014;15/10/2014;-;15/10/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
CONCESSIONARIA DE RODOVIAS DO INTERIOR PAULISTA S/A;IVIA24;04/11/2014;15/10/2014;-;15/10/2019;5,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
JEF INVESTIMENTOS SA;JEFP11;22/11/2012;05/11/2012;-;05/11/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Empr e Part
JHSF PARTICIPACOES S/A;JHSP14;23/03/2012;23/03/2012;-;23/03/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
J MACEDO S/A;JMCD12;30/09/2013;30/09/2013;-;30/09/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Agronegócios
JSL SA;JSML16;24/07/2013;15/07/2013;-;15/07/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
JSL SA;JSML18;17/06/2014;15/06/2014;-;15/06/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
JSL SA;JSML19;18/12/2014;15/12/2014;-;15/12/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
LOJAS AMERICANAS S/A;LAME17;20/12/2012;21/12/2012;-;21/12/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
LOJAS AMERICANAS S/A;LAME18;23/07/2013;15/07/2013;-;15/07/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
LOGISTICA AMBIENTAL DE SAO PAULO S/A - LOGA;LOGA11;18/06/2015;15/05/2015;-;15/05/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
LOCALIZA RENT A CAR S/A;LORT10;07/01/2016;08/01/2016;-;08/01/2021;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
LOJAS RENNER S/A;LRNE16;12/08/2013;01/08/2013;-;01/08/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
LUFT PARTICIPACOES SA;LUFT11;27/05/2014;28/05/2014;-;28/05/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
MAGNESITA REFRATARIOS SA;MAGN11;26/12/2013;20/12/2013;-;20/12/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Metalurgia e Siderurgia
MANAUS AMBIENTAL SA;MANA11;27/11/2013;08/11/2013;-;08/11/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
MDL REALTY INCORPORADORA  SA;MDLR11;30/10/2013;20/09/2013;-;20/09/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Construção Civil
MAGAZINE LUIZA S/A;MGLU14;12/06/2014;30/05/2014;-;30/05/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
MAGAZINE LUIZA S/A;MGLU15;27/03/2015;17/03/2015;-;17/03/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
MILLS ESTRUTURAS E SERVICOS DE ENGENHARIA S/A;MILS12;26/09/2012;15/08/2012;-;15/08/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
MILLS ESTRUTURAS E SERVICOS DE ENGENHARIA S/A;MILS13;17/06/2014;30/05/2014;-;30/05/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
MGI - MINAS GERAIS PARTICIPACOES SA;MMGP13;04/09/2012;30/08/2012;-;30/08/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Empr e Part
MINERVA S/A;MNRV14;24/06/2013;15/06/2013;-;15/06/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Alimentos e Bebidas
MRV ENGENHARIA E PARTICIPACOES SA;MRVE16;26/04/2012;03/05/2012;-;03/05/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
LOG COMMERCIAL PROPERTIES E PARTICIPACOES S/A;MRVL14;27/02/2014;28/02/2014;-;28/02/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
MAESTRO LOCADORA DE VEICULO SA;MSTL11;03/02/2015;30/01/2015;-;30/01/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Comércio Varejista
MVC COMPONENTES PLASTICOS SA;MVCP11;19/12/2014;27/11/2014;-;27/11/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Indústria e Comércio
NATURA COSMETICOS S/A;NATU35;18/03/2014;25/02/2014;-;25/02/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
NATURA COSMETICOS S/A;NATU36;20/03/2015;16/03/2015;-;16/03/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
NCF PARTICIPACOES SA;NCFP12;22/12/2015;23/12/2015;-;23/12/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Empr e Part
NS2COM INTERNET S/A;NSIN12;14/04/2015;05/03/2015;-;05/03/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;TI e Telecomunicações
NATURAL ONE S/A;NTON11;17/11/2015;06/11/2015;-;06/11/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Alimentos e Bebidas
ODEBRECHT AMBIENTAL - SUMARE S/A;OASU11;24/06/2015;11/06/2015;-;11/06/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;
ONCOCLINICAS DO BRASIL SERVICOS MEDICOS  SA;ONCO15;29/04/2015;17/04/2015;-;17/04/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Assist Médica/Prod Farmacêuticos
OURO VERDE LOCACAO E SERVICOS SA;OVTL23;11/03/2014;15/03/2014;-;15/03/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Transporte e Logística
VIACAO PIRACICABANA SA ;PATR11;26/03/2014;24/03/2014;-;24/03/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;
PROLAGOS S/A - CONCESSIONARIA DE SERVICOS PUBLICOS DE AGUA E ESGOTO;PRLG12;12/09/2014;15/08/2014;-;15/08/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Saneamento
PROSEGUR BRASIL S/A TRANSPORTADORA DE VALORES E SEGURANCA;PRSG11;19/04/2012;07/03/2012;-;07/03/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Outros
PORTOBELLO S/A;PTBL22;16/12/2015;26/11/2015;-;26/11/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Comércio Varejista
QUEIROZ GALVAO DESENVOLVIMENTO IMOBILIARIO SA;QGIM13;09/01/2014;07/01/2014;-;07/01/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
Q1 COMERCIAL DE ROUPAS S/A;QUCR14;08/10/2014;30/06/2014;-;30/06/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Têxtil e Calçados
RB CAPITAL HOLDING SA;RBHO13;26/06/2013;25/06/2013;-;25/06/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Financeiro
CONCESSIONARIA DA RODOVIA DOS LAGOS S/A;RDLA12;11/08/2015;15/07/2015;-;15/07/2020;5,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
RODOBENS NEGOCIOS IMOBILIARIOS S/A;RDNI13;26/04/2013;29/04/2013;-;29/04/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
RODONORTE CONCESDE RODOV INTEGRADAS SA;RDNT14;23/10/2014;15/10/2014;-;15/10/2019;5,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
RAIZEN ENERGIA S/A;RESA11;21/10/2013;15/10/2013;-;15/10/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Agronegócios
RAIZEN ENERGIA S/A;RESA21;21/10/2013;15/10/2013;-;15/10/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Agronegócios
RENOVIAS CONCESSIONARIA S/A;REVC12;28/01/2013;15/01/2013;-;15/01/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
REVITA ENGENHARIA SA;REVI11;19/12/2013;16/12/2013;-;16/12/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
COMPANHIA DE CONCESSAO RODOVIARIA JUIZ DE FORA - RIO;RFFR11;12/07/2013;17/06/2013;-;17/06/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Transporte e Logística
AUTO RICCI SA;RICI11;30/08/2013;15/08/2013;-;15/08/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Comércio Varejista
REFINARIA DE PETROLEO RIOGRANDENSE SA;RPRG12;11/04/2013;20/02/2013;-;20/02/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Química e Petroquímica
RR PARTICIPACOES SA;RRPA11;18/09/2013;02/09/2013;-;02/09/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Outros
RESTOQUE COMERCIO E CONFECCOES DE ROUPAS SA;RSCC12;28/06/2012;13/06/2012;-;13/06/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
RODOVIAS INTEGRADAS DO OESTE S/A;RVIO14;23/04/2015;15/04/2015;-;15/04/2020;5,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
RODOVIAS INTEGRADAS DO OESTE S/A;RVIO15;29/06/2016;27/05/2016;-;27/05/2021;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Transporte e Logística
SANEAMENTO DE GOIAS S/A;SANEA2;14/10/2013;15/09/2013;-;15/09/2018;5,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
COMPANHIA DE SANEAMENTO  DO PARANA - SANEPAR;SAPR13;26/11/2013;15/11/2013;-;15/11/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
CIA SANEAMENTO BASICO EST SP - SABESP;SBESA7;20/02/2013;15/01/2013;-;15/01/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
SMARTFIT ESCOLA DE GINASTICA E DANCA S/A;SBIO11;14/03/2013;26/02/2014;-;26/02/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;
CIA SANEAMENTO BASICO EST SP - SABESP;SBSPA5;15/02/2012;15/02/2012;-;15/02/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
SECULUS DA AMAZONIA INDUSTRIA E COMERCIO SA;SECA11;25/11/2014;30/10/2014;-;30/10/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Indústria e Comércio
SECULUS DA AMAZONIA INDUSTRIA E COMERCIO SA;SECA21;25/11/2014;30/10/2014;-;30/10/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Indústria e Comércio
SER EDUCACIONAL S/A;SEER11;23/07/2015;15/07/2015;-;15/07/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Educacional
SMART  RIO ACADEMIA DE GINASTICA SA;SMRR11;11/03/2014;01/02/2014;-;01/02/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;
SANEAMENTO AMBIENTAL AGUAS DO BRASIL SA;SNAB11;09/05/2012;10/05/2012;-;10/05/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Saneamento
SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S/A;SNDA11;27/12/2011;01/12/2011;-;01/12/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Comércio Varejista
SANEAMENTO DE GOIAS S/A;SNGO13;16/09/2015;14/08/2015;-;14/08/2020;5,0;-;Reg;TJLP;Integrante de Juros;Escritural;Não Conversível;Real;Saneamento
SOLARIS EQUIPAMENTOS E SERVICOS SA;SOLA11;11/04/2014;20/03/2014;-;20/03/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Máquinas e Equipamentos
SIPCAM NICHINO BRASIL S/A;SPCM12;27/03/2015;30/03/2015;-;30/03/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Agronegócios
SONAE SIERRA BRASIL S/A;SSBR11;14/03/2012;15/02/2012;-;15/02/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Adm Shopping Centers
SETAH  OPERACOES SA;STAH11;26/05/2014;08/04/2014;-;08/04/2019;5,0;-;Reg;IPCA;Integrante de Juros;Escritural;Não Conversível;Quirografária;
STEMAC  SA GRUPOS GERADORES;STMC11;08/01/2014;16/12/2013;-;16/12/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Máquinas e Equipamentos
SUL AMERICA S/A;SULM11;16/02/2012;06/02/2012;-;06/02/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Seguradora
SUL AMERICA S/A;SULM13;02/06/2014;16/05/2014;-;15/05/2019;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Seguradora
TRANSMISSORA ALIANCA DE ENERGIA ELETRICA S/A;TAEE13;23/10/2012;15/10/2012;-;15/10/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Energia Elétrica
TECNISA S/A;TCNS23;27/09/2011;15/09/2011;-;15/09/2016;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Construção Civil
TELEFONICA BRASIL S/A;TEBR13;12/09/2012;10/09/2012;-;10/09/2017;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;TI e Telecomunicações
TELEFONICA BRASIL S/A;TFBR14;29/04/2013;25/04/2013;-;25/04/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;TI e Telecomunicações
FORTUNA COMERCIO SA;TFCM11;21/09/2015;15/09/2015;-;15/09/2020;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Real;Comércio Varejista
TEGMA GESTAO LOGISTICA S/A;TGMA11;21/02/2013;15/02/2013;-;15/02/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
TEGMA GESTAO LOGISTICA S/A;TGMA12;27/12/2013;15/12/2013;-;15/12/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
TEGMA GESTAO LOGISTICA S/A;TGMA22;27/12/2013;15/12/2013;-;15/12/2018;5,0;-;Reg;DI;Integrante de Juros;Escritural;Não Conversível;Quirografária;Transporte e Logística
