Empresas com Registro no SND (*)- Gerado em 20/07/2016 17:45:40																																																																																										
																																																																																										
Código do Ativo	Empresa        	Série	Emissão	IPO	Situação	ISIN	Registro CVM da Emissão	Data de Registro CVM da Emissão	Registro CVM do Programa	Data de Registro CVM do Programa	Data de Emissão	 Data de Vencimento	Motivo de Saída 	Data de Saída / Novo Vencimento	 Data do Início da Rentabilidade	Data do Início da Distribuição	Data da Próxima Repactuação	Ato Societário (1)	Data do Ato (1)	Ato Societário (2)	Data do Ato (2)	Forma	Garantia/Espécie	Classe	Quantidade Emitida	Artigo 14º	Artigo 24º	Quantidade em Mercado	Quantidade em Tesouraria	Quantidade Resgatada	Quantidade  Cancelada	Quantidade Convertida no SND	Quantidade Convertida fora do SND	Quantidade Permutada no SND	Quantidade Permutada fora do SND	Unidade Monetária	Valor Nominal na Emissão	Unidade Monetária	Valor Nominal Atual	Data Últ. VNA	Índice	Tipo	Critério de Cálculo	Dia de Referência para Índice de Preços	Critério para Índice	Corrige a cada	Percentual Multiplicador/Rentabilidade	Limite da TJLP	Tipo de Tratamento do Limite da TJLP	Juros Critério Antigo do SND	Prêmios Critério Antigo do SND	Amortização - Taxa	Amortização - Cada	Amortização - Unidade	Amortização - Carência	Amortização - Critério	Tipo de Amortização	Juros Critério Novo - Taxa	Juros Critério Novo - Prazo	Juros Critério Novo - Cada	Juros Critério Novo - Unidade	Juros Critério Novo - Carência	Juros Critério Novo - Critério	Juros Critério Novo - Tipo	Prêmio Critério Novo - Taxa	Prêmio Critério Novo - Prazo	Prêmio Critério Novo - Cada	Prêmio Critério Novo - Unidade	Prêmio Critério Novo - Carência	Prêmio Critério Novo - Critério	Prêmio Critério Novo - Tipo	Participação - Taxa	Participação - Cada	Participação - Unidade	Participação - Carência	Participação - Descrição	Rating1	Agência Classificadora	Rating2	Agência Classificadora	Rating3	Agência Classificadora	Banco Mandatário	Agente Fiduciário	Instituição Depositária	Coordenador Líder	CNPJ	Deb. Incent. (Lei 12.431)	Escritura Padronizada	Resgate Antecipado
LLDR11    	UNIAO DE LOJAS LEADER  S.A.	'UNI	'001	ND	Excluído	BRLLDRDBS009	DISPENSA ICVM 476/09	18/07/2013			26/06/2013	23/12/2013	RESGATE TOTAL ANTECIPADO		26/06/2013	19/07/2013	-	AGE	05/07/2013			Escritural	Quirografária	Simples	300	0,	0,	0	0	300	0,	0,	0	0,	0	R$	1.000.000,000000	R$	1.000.000,000000	20/12/2013	DI	Integrante de Juros	Padrão - SND		DU		113,80	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	23/12/2013	-	Linear	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	3.00941E+13	N	 n 	
LLIS11    	RESTOQUE COMERCIO E CONFECCOES DE ROUPAS S.A.	'001	'001	ND	Excluído	BRLLISDBS006	DISPENSA ICVM 476/09	25/01/2012			11/01/2012	11/01/2015	VENCIMENTO		11/01/2012	-	-	RCA	11/01/2012			Escritural	Quirografária	Simples	150	0,	0,	0	0	150	0	0,	0	0,	0	R$	1.000.000,000000	R$	1.000.000,000000	09/01/2015	DI	Integrante de Juros	Padrão - SND		-	   	115,00	0,000	-			-	-	-	-	-	-	0,0000	0,	6	MES	11/07/2012	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	ITAU CV S/A	ITAU UNIBANCO S.A.	4.96699E+13	N	 n 	
LLXA11    	LLX ACU OPERACOES PORTUARIAS S.A.	'ÚNI	'001	ND	Registrado	BRLLXADBS003	DISPENSA ICVM 476/09	14/09/2012			15/09/2012	15/08/2033	 - - - - - - 		15/09/2012	-	-	AGE	13/08/2012			Escritural	Real	Simples	750	0,	0,	750	0	0	0	0,	0	0,	0	R$	1.000,000000	R$	1.603,740120	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			0,5952	1	MES	15/09/2019	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	69,717	252	1	MES	15/08/2019	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA	BANCO BRADESCO S/A	CAIXA ECONOMICA FEDERAL       	8.80768E+12	N	 n 	
LNAM11    	LINEA AMARILLA BRASIL PARTICIPACOES S.A..	'ÚNI	'001	ND	Registrado	BRLNAMDBS002	DISPENSA ICVM 476/09	19/05/2016			20/04/2016	20/04/2017	 - - - - - - 		20/04/2016	20/05/2016	-	AGE	18/04/2016	AGE	03/05/2016	Escritural	Real	Simples	405	0,	0,	405	0	0	0,	0,	0	0,	0	R$	1.000,000000	R$	1.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		134,50	0,000	-			-	-	-	-	-	-	0,0000	0,	0,	-	20/04/2017	-	Linear	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	SIMPLIFIC PAVARINI DTVM LTDA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	1.13956E+13	N	 n 	
LOGA11    	LOGISTICA AMBIENTAL DE SAO PAULO S/A - LOGA	'ÚNI	'001	ND	Registrado	BRLGAMDBS006	DISPENSA ICVM 476/09	18/06/2015			15/05/2015	15/05/2020	 - - - - - - 		19/06/2015	01/06/2015	-	AGE	15/05/2015			Escritural	Quirografária	Simples	50	0,	0,	50	0	0	0,	0,	0	0,	0	R$	1.000.000,000000	R$	1.000.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			76,923	3	MES	15/05/2017	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	29,000	252	3	MES	15/08/2015	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO SANTANDER BRASIL S.A.	7.03289E+12	N	 n 	
LOGP11    	LOG E PRINT DADOS VARIAVEIS   S.A	'ÚNI	'001	ND	Registrado	BRLOGPDBS000	DISPENSA ICVM 476/09	11/06/2015			25/05/2015	25/11/2017	 - - - - - - 		12/06/2015	12/06/2015	-	RCA	05/05/2015	AGE	05/05/2015	Escritural	Real	Simples	50	0,	0,	50	0	0	0,	0,	0	0,	0	R$	1.000.000,000000	R$	708.331,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			41,667	1	MES	25/12/2015	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	35,000	252	1	MES	25/06/2015	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ITAU-BBA S/A	3.11336E+12	N	 n 	
LORT10    	LOCALIZA RENT A CAR S/A	'ÚNI	'010	ND	Registrado	BRRENTDBS0B6	DISPENSA ICVM 476/09	07/01/2016			08/01/2016	08/01/2021	 - - - - - - 		08/01/2016	08/01/2016	-	RCA	21/12/2015			Escritural	Quirografária	Simples	20	0,	0,	20	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		113,90	0,000	-			500,000	12	MES	08/01/2020	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0,	6	MES	08/07/2016	-	Linear	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BCO VOTORANTIM S/A	1.66701E+13	N	 n 	
LORT15    	LOCALIZA RENT A CAR S/A	'ÚNI	'005	ND	Excluído	BRRENTDBS063	DISPENSA ICVM 476/09	09/06/2011			30/05/2011	30/05/2017	RESGATE TOTAL ANTECIPADO		30/05/2011	-	-	RCA	28/04/2011			Escritural	Quirografária	Simples	50	0,	0,	0	0	50	0	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	08/05/2015	DI	Integrante de Juros	Padrão - SND		-	   	112,80	0,000	-			500,000	12	MES	30/05/2016	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0,	6	MES	30/11/2011	-	Linear	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BANCO BTG PACTUAL S/A	1.66701E+13	N	 n 	
LORT16    	LOCALIZA RENT A CAR S/A	'ÚNI	'006	ND	Registrado	BRRENTDBS071	DISPENSA ICVM 476/09	30/10/2012			15/10/2012	15/10/2019	 - - - - - - 		15/10/2012	-	-	RCA	20/09/2012			Escritural	Quirografária	Simples	30	0	0	30	0	0	0	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	12	MES	15/10/2016	-	Percentual variável sobre o valor nominal de emissão em períodos uniformes	0,9500	252	6	MES	15/04/2013	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	CAIXA ECONOMICA FEDERAL       	1.66701E+13	N	 n 	
LORT17    	LOCALIZA RENT A CAR S/A	'ÚNI	'007	ND	Registrado	BRRENTDBS089	DISPENSA ICVM 476/09	07/10/2013			30/09/2013	30/09/2021	 - - - - - - 		30/09/2013	09/10/2013	-	RCA	10/09/2013			Escritural	Quirografária	Simples	50	0,	0,	50	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	9.250,000000	20/07/2016	DI	  - 	Padrão - SND		-		110,95	0,000	-			-	6	MES	30/03/2016	-	Percentual variável sobre o valor nominal de emissão em períodos uniformes	0,0000	0,	6	MES	30/03/2014	-	Linear	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	OLIVEIRA TRUST DTVM SA	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	1.66701E+13	N	 n 	
LORT18    	LOCALIZA RENT A CAR S/A	'ÚNI	'008	ND	Registrado	BRRENTDBS097	DISPENSA ICVM 476/09	09/09/2014			10/09/2014	10/09/2020	 - - - - - - 		10/09/2014	10/09/2014	-	RCA	18/08/2014			Escritural	Quirografária	Simples	50	0,	0,	50	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		109,50	0,000	-			500,000	12	MES	10/09/2019	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0,	6	MES	10/03/2015	-	Linear	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BCO VOTORANTIM S/A	1.66701E+13	N	 n 	
LORT19    	LOCALIZA RENT A CAR S/A	'ÚNI	'009	ND	Registrado	BRRENTDBS0A8	DISPENSA ICVM 476/09	06/05/2015			30/04/2015	30/04/2021	 - - - - - - 		30/04/2015	08/05/2015	-	RCA	09/04/2015			Escritural	Quirografária	Simples	50	0,	0,	50	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Não Padrão - SND		-		113,20	0,000	-	-		-	-	MES	30/04/2019		Percentual variável sobre o valor nominal de emissão em períodos uniformes															-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	1.66701E+13	N	 n 	
LPGL12    	LOG E PRINT GRAFICA E LOGISTICA S/A	'UNI	'002	ND	Excluído	BRLOGRDBS006	DISPENSA ICVM 476/09	16/02/2012			01/02/2012	01/02/2013	VENCIMENTO		01/02/2012	17/02/2012	-	AGE	14/02/2012	   		Escritural	Quirografária	Simples	30	0,	0,	30	0	0	0	0	0	0	0	R$	1.000,000000	R$	1.000,000000	08/02/2013	DI	Integrante de Juros	Padrão - SND	0	DU	   	118,00	0,000	-			0,0000	0	-	-	-	-	0,0000	0	12	MES	01/02/2013	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CORRETORA DE VALORES S/A                     	BCO VOTORANTIM S/A	6.60796E+13	N	 n 	
LPGL13    	LOG E PRINT GRAFICA E LOGISTICA S/A	'UNI	'003	ND	Excluído	BRLOGRDBS014	DISPENSA ICVM 476/09	25/02/2013			20/02/2013	20/02/2014	VENCIMENTO		26/02/2013	26/02/2013	-	AGE	08/02/2013			Escritural	Quirografária	Simples	40	0,	0,	0	0	40	0,	0,	0	0,	0	R$	1.000.000,000000	R$	1.000.000,000000	20/02/2014	DI	Integrante de Juros	Padrão - SND		DU		100,00	0,000	-			-	-	-	-	-	-	20,000	252	0,	-	20/02/2014	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO ABC-BRASIL S/A	6.60796E+13	N	 n 	
LPGL14    	LOG E PRINT GRAFICA E LOGISTICA S/A	'ÚNI	'004	ND	Registrado	BRLOGRDBS022	DISPENSA ICVM 476/09	13/11/2014			14/11/2014	14/11/2016	 - - - - - - 		14/11/2014	14/11/2014	-	AGE	06/11/2014			Escritural	Quirografária	Simples	30	0,	0,	30	0	0	0,	0,	0	0,	0	R$	1.000.000,000000	R$	1.000.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			-	-	-	-	-	-	30,000	252	0,	-	14/11/2016	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO MODAL S.A	6.60796E+13	N	 n 	
LRNE14    	LOJAS RENNER S/A	'001	'004	ND	Excluído	BRLRENDBS003	CVM/SRE/DEB/2011/011	26/07/2011			15/07/2011	15/07/2016	VENCIMENTO		15/07/2011	-	-	RCA	13/06/2011			Escritural	Quirografária	Simples	21.51	0	0	0	0	21.51	0	0,	0	0,	0	R$	10.000,000000	R$	5.000,000000	15/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			500,000	12	MES	15/07/2015	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	11,000	252	6	MES	15/01/2012	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	BANCO SANTANDER BRASIL S.A.	9.27547E+13	N	 n 	
LRNE15    	LOJAS RENNER S/A	'001	'005	ND	Registrado	BRLRENDBS029	CVM/SRE/DEB/2012/017	24/07/2012			15/06/2012	15/06/2018	 - - - - - - 		15/06/2012	-	-	RCA	11/06/2012			Escritural	Quirografária	Simples	22	0	0	22	0	0	0	0,	0	0,	0	R$	10.000,000000	R$	6.666,670000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			333,333	12	MES	15/06/2016	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,9700	252	6	MES	15/12/2012	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	9.27547E+13	N	 n 	
LRNE16    	LOJAS RENNER S/A	'ÚNI	'006	ND	Registrado	BRLRENDBS045	DISPENSA ICVM 476/09	12/08/2013			01/08/2013	01/08/2018	 - - - - - - 		12/08/2013	12/08/2013	-	RCA	11/07/2013			Escritural	Quirografária	Simples	40	0,	0,	40	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		100,00	0,000	-			500,000	12	MES	01/08/2017	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,8500	252	6	MES	01/02/2014	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	GDC PARTNERS SERVICOS FIDUCIARIOS DISTRIBUIDORA DE TITULOS E VALORES  MOBILIARIO	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A        	9.27547E+13	N	 n 	
LRNE24    	LOJAS RENNER S/A	'002	'004	ND	Registrado	BRLRENDBS011	CVM/SRE/DEB/2011/012	26/07/2011			15/07/2011	15/07/2017	 - - - - - - 		15/07/2011	-	-	RCA	13/06/2011			Escritural	Quirografária	Simples	8.49	0	0	8.49	0	0	0	0,	0	0,	0	R$	10.000,000000	R$	4.714,363113	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			333,300	12	MES	15/07/2015	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	78,000	252	12	MES	15/07/2012	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	BANCO SANTANDER BRASIL S.A.	9.27547E+13	N	 n 	
LRNE25    	LOJAS RENNER S/A	'002	'005	ND	Registrado	BRLRENDBS037	CVM/SRE/DEB/2012/018	24/07/2012			15/06/2012	15/06/2019	 - - - - - - 		15/06/2012	-	-	RCA	11/06/2012			Escritural	Quirografária	Simples	8	0	0	8	0	0	0	0,	0	0,	0	R$	10.000,000000	R$	13.488,539200	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-	   	0,00	0,000	-			333,333	12	MES	15/06/2017	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	57,000	252	12	MES	15/06/2013	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	ITAU UNIBANCO S.A.	9.27547E+13	N	 n 	
LSHB14    	LSH BARRA EMPREENDIMENTOS IMOBILIARIOS S A	'ÚNI	'004	ND	Registrado	BRLSHBDBS009	DISPENSA ICVM 476/09	24/05/2016			17/05/2016	17/05/2020	 - - - - - - 		17/05/2016	25/05/2016	-	AGE	16/05/2016			Escritural	Quirografária	Simples	50	0,	0,	45.7	0	0	0,	0,	0	0,	0	R$	1.000,000000	R$	1.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		140,00	0,000	-			27,777	1	MES	17/06/2017	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0,	1	MES	17/06/2017	-	Linear	0,0000		0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BRB DTVM S/A	1.72506E+13	N	 n 	
LSVE10    	LIGHT SERVICOS DE ELETRICIDADE S/A	'ÚNI	'010	ND	Registrado	BRLIGHDBS0E5	DISPENSA ICVM 476/09	12/05/2014			09/05/2014	09/05/2020	 - - - - - - 		13/05/2014	13/05/2014	-	RCA	25/04/2014			Escritural	Quirografária	Simples	75	0,	0,	75	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	  - 	Padrão - SND		-		115,00	0,000	-			333,300	12	MES	09/05/2018	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	0,0000	0,	6	MES	09/11/2014	-	Linear	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BB BCO DE INVESTIMENTO S/A	6.04444E+13	N	 n 	
LSVE17    	LIGHT SERVICOS DE ELETRICIDADE S/A	'ÚNI	'007	ND	Excluído	BRLIGHDBS090	DISPENSA ICVM 476/09	04/05/2011			02/05/2011	12/12/2014	VENCIMENTO		02/05/2011	-	-	RCA	25/03/2011			Escritural	Quirografária	Simples	65	0,	0,	0	0	65	0	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	12/12/2014	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			-	-	-	-	-	-	13,500	252	6	MES	02/11/2011	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							ITAU UNIBANCO S.A.	SIMPLIFIC PAVARINI DTVM LTDA	ITAU CV S/A	ITAU UNIBANCO S.A.	6.04444E+13	N	 n 	
LSVE19    	LIGHT SERVICOS DE ELETRICIDADE S/A	'001	'009	ND	Registrado	BRLIGHDBS0C9	DISPENSA ICVM 476/09	27/06/2013			15/06/2013	15/05/2021	 - - - - - - 		28/06/2013	28/06/2013	-	RCA	14/06/2013			Escritural	Quirografária	Simples	100	0,	0,	100	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	10.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-		100,00	0,000	-			250,000	12	MES	15/05/2018	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	11,500	252	6	MES	15/11/2013	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	BB BCO DE INVESTIMENTO S/A	6.04444E+13	N	 n 	
LSVE29    	LIGHT SERVICOS DE ELETRICIDADE S/A	'002	'009	ND	Registrado	BRLIGHDBS0D7	DISPENSA ICVM 476/09	27/06/2013			15/06/2013	15/05/2023	 - - - - - - 		28/06/2013	28/06/2013	-	RCA	14/06/2013			Escritural	Quirografária	Simples	60	0,	0,	60	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	12.650,008300	20/07/2016	IPCA	Correção Monetária	Padrão - SND	15	-		0,00	0,000	-			250,000	12	MES	15/05/2020	-	Percentual fixo sobre o valor nominal atualizado em períodos uniformes	57,400	252	6	MES	15/11/2013	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							ITAU UNIBANCO S.A.	OLIVEIRA TRUST DTVM SA	ITAU CV S/A	BB BCO DE INVESTIMENTO S/A	6.04444E+13	N	 n 	
LTEN12    	LIGHT ENERGIA S.A	'ÚNI	'002	ND	Registrado	BRLGTEDBS011	DISPENSA ICVM 476/09	28/12/2011			29/12/2011	19/08/2019	 - - - - - - 		29/12/2011	-	-	AGE	16/12/2011			Escritural	Quirografária	Simples	425	0,	0,	425	0	0	0	0,	0	0,	0	R$	1.000.000,000000	R$	1.000.000,000000	20/07/2016	DI	Integrante de Juros	Padrão - SND		-	   	100,00	0,000	-			250,000	12	MES	19/08/2016	-	Percentual fixo sobre o valor nominal de emissão em períodos uniformes	11,800	252	6	MES	19/02/2012	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BB BCO DE INVESTIMENTO S/A	1.91782E+12	N	 n 	
LTMC11    	LINHAS DE TRANSMISSAO DE MONTES CLAROS S.A.	'UNI	'001	ND	Excluído	BRLTMCDBS005	DISPENSA ICVM 476/09	13/05/2011			12/05/2011	08/04/2012	RESGATE TOTAL ANTECIPADO	22/08/2012	12/05/2011	16/05/2011	-	AGE	04/05/2011	   		Escritural	Quirografária	Simples	125	0,	0,	0	0	0	3	0	0	0	0	R$	1.000.000,000000	R$	0,000000		DI	Integrante de Juros	Não Padrão - SND	0	DU	   	0,00	0,000	-	1,5500% a.a 252 dias		409,836	-	DIA	08/07/2012		Percentual fixo sobre o valor nominal de emissão em períodos uniformes															0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO SA DTVM	ITAU UNIBANCO S/A                                 	BANCO BNP PARIBAS BRASIL S/A	1.16206E+13	N	 n 	
LTMC12    	LINHAS DE TRANSMISSAO DE MONTES CLAROS S.A.	'ÚNI	'002	ND	Registrado	BRLTMCDBS013	DISPENSA ICVM 476/09	25/09/2012			15/08/2012	15/04/2029	 - - - - - - 		15/08/2012	-	-	AGE	18/07/2012			Escritural	Quirografária	Simples	100	0,	0,	100	0	0	0	0,	0	0,	0	R$	250.000,000000	R$	349.200,229283	20/07/2016	IPCA	Correção Monetária	Não Padrão - SND		-	012meses	0,00	0,000	-	8,7500% a.a 252 dias		-	-	MES	15/07/2020		Percentual variável sobre o valor nominal atualizado em períodos uniformes															0,0000	0	-	-	-							ITAU UNIBANCO S.A.	PENTAGONO S/A DTVM	ITAU CV S/A	BANCO BNP PARIBAS BRASIL S/A	1.16206E+13	S	 n 	
LTTE11    	LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.	'UNI	'001	ND	Excluído	BRLTTEDBS006	DISPENSA ICVM 476/09	24/08/2012			27/06/2012	27/12/2013	VENCIMENTO		27/08/2012	-	-	AGE	26/06/2012			Escritural	Quirografária	Simples	297	0,	0,	297	0	0	0	0,	0	0,	0	R$	500.000,000000	R$	500.000,000000	27/12/2013	DI	Integrante de Juros	Padrão - SND		DU	   	100,00	0,000	-			-	-	-	-	-	-	27,500	252	0,	-	27/12/2013	Útil	Exponencial	0,0000	0	0,	0 0	-	-	-	0,0000	0	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A	1.43956E+13	N	 n 	
LTTE12    	LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.	'ÚNI	'002	ND	Excluído	BRLTTEDBS014	DISPENSA ICVM 476/09	26/12/2013			27/12/2013	25/06/2014	VENCIMENTO		27/12/2013	27/12/2013	-	AGE	06/12/2013			Escritural	Quirografária	Simples	165	0,	0,	0	0	165	0,	0,	0	0,	0	R$	1.000.000,000000	R$	1.000.000,000000	25/06/2014	DI	  - 	Padrão - SND		-		100,00	0,000	-			-	-	-	-	-	-	30,000	252	0,	-	25/06/2014	Útil	Exponencial	0,0000	0,	0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A	1.43956E+13	N	 n 	
LTTE13    	LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.	'ÚNI	'003	ND	Excluído	BRLTTEDBS022	DISPENSA ICVM 476/09	24/06/2014			25/06/2014	02/03/2015	VENCIMENTO		25/06/2014	25/06/2014	-	AGE	13/06/2014			Escritural	Quirografária	Simples	1.65	0,	0,	0	0	1.65	0,	0,	0	0,	0	R$	100.000,000000	R$	100.000,000000	02/03/2015	DI	  - 	Padrão - SND		-		100,00	0,000	-			-	-	-	-	-	-	37,000	252	0,	DIA	22/12/2014	Útil	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BRADESCO BBI S/A	1.43956E+13	N	 n 	
LTTE14    	LINHAS DE TAUBATE TRANSMISSORA DE ENERGIA S.A.	'ÚNI	'004	ND	Registrado	BRLTTEDBS030	DISPENSA ICVM 476/09	24/02/2015			15/12/2014	15/03/2030	 - - - - - - 		15/12/2014	15/12/2014	-	AGE	27/11/2014			Escritural	Real	Simples	4.45	0,	0,	4.45	0	0	0,	0,	0	0,	0	R$	10.000,000000	R$	12.804,523079	20/07/2016	IPCA	  - 	Padrão - SND	15	-		0,00	0,000	-			-	-	-	-	-	Percentual variável sobre o valor nominal atualizado em períodos não uniformes	78,774	252	6	MES	15/03/2015	-	Exponencial	0,0000		0,	-	-	-	-	-	0,	-	-	-							BANCO BRADESCO S/A	PENTAGONO S/A DTVM	BANCO BRADESCO S/A	BANCO BNP PARIBAS BRASIL S/A	1.43956E+13	S	 n 	
